,x,y
,"0,962995882821891","0,06761569621227"
,"0,433830249034708","0,83545455040838"
,"0,371422121666368","0,989695987411778"
,"0,118652011733324","0,39612472497439"
,"0,790135946857416","0,421906859306497"
,"0,743974983276125","0,607708177149818"
,"0,633583116961525","0,48004311406051"
,"0,638868762118475","0,953435570497638"
,"0,093547388155722","0,587339068623732"
,"0,505366493454817","0,153828140016902"
,"0,132947061128106","0,607985942801086"
,"0,579424971255441","0,744017369066175"
,"0,002129175379603","0,49318063556014"
,"0,873573027280569","0,854268134619221"
,"0,151036688557887","0,567743888726589"
,"0,122156607605233","0,321260091978002"
,"0,572788564428229","0,59416121478793"
,"0,406499660874706","0,602344235503576"
,"0,129212078040325","0,762139832950585"
,"0,976061584597715","0,434285731633574"
,"0,110936615832519","0,049667401329517"
,"0,900628060554451","0,080767140577908"
,"0,236020271186294","0,972454893197145"
,"0,675474232884845","0,556991161111625"
,"0,311808210179549","0,228746232596382"
,"0,713573048484456","0,499500777089675"
,"0,554742326936547","0,108308352531024"
,"0,4923422864958","0,061705677887539"
,"0,512006603779842","0,444757945535417"
,"0,137670871356691","0,635301450750283"
,"0,443236479728576","0,727183252497278"
,"0,350512873001575","0,085441215736886"
,"0,284574861313651","0,261420493407398"
,"0,571363359634007","0,258998067367654"
,"0,888991124705922","0,237689644045365"
,"0,091743536479822","0,347176017142674"
,"0,857800953986521","0,1399131697601"
,"0,414349223003006","0,959443593681028"
,"0,223782639145432","0,157393395069396"
,"0,191705371425248","0,659429771594008"
,"0,231505515151636","0,37047630052379"
,"0,803724097144766","0,777302159681319"
,"0,922131839163082","0,1143646159665"
,"0,620649623200881","0,401506842965224"
,"0,398518971840762","0,153304747130169"
,"0,323565346583992","0,557030453488999"
,"0,832480879051157","0,41180173701848"
,"0,197654186220155","0,711132180738916"
,"0,166215565944747","0,273792400151019"
,"0,059961043819067","0,235593655813476"
,"0,414704201246598","0,517017517279481"
,"0,049929470734061","0,114003188964461"
,"0,413392165545165","0,936542064889217"
,"0,172245191976678","0,708984723383746"
,"0,294599077915267","0,555590881049613"
,"0,740692230629501","0,44804963190758"
,"0,583092415348671","0,572285363599579"
,"0,593522089110503","0,944830170162033"
,"0,379614417733605","0,324448478537654"
,"0,862143916599972","0,448797736305149"
,"0,112985898263467","0,588938187912191"
,"0,68616864461296","0,855234372859481"
,"0,984055273990339","0,003014242688595"
,"0,550750796744975","0,902343192322351"
,"0,93562452199772","0,010181308521876"
,"0,687605508988704","0,112899299960022"
,"0,331168366143944","0,705747283121465"
,"0,105077894017338","0,160716091598484"
,"0,492094220504402","0,911626393223957"
,"0,216314791802654","0,139813144749478"
,"0,760326112108981","0,251007555519461"
,"0,270103740660049","0,706173617837093"
,"0,076563997976687","0,743706730817593"
,"0,760916437194565","0,295609178060403"
,"0,095096181118931","0,030724904667733"
,"0,802951245919995","0,95171434656387"
,"0,772644777894824","0,347602601769008"
,"0,802861870332462","0,867332910189207"
,"0,747907166416807","0,000806384675403"
,"0,121819748633795","0,572224490272995"
,"0,840442777211171","0,585031425558928"
,"0,279897987578599","0,31644451827731"
,"0,59356727531567","0,390878511213898"
,"0,856502138363362","0,264746203068094"
,"0,403996796233129","0,383786784922705"
,"0,434309116125642","0,167847869416634"
,"0,612793167350106","0,974219708932399"
,"0,246587917168376","0,255438654734576"
,"0,840841232279622","0,250528683306143"
,"0,738661268423553","0,158608953877372"
,"0,983983698251073","0,920352893987396"
,"0,038310880737188","0,845011064033905"
,"0,923389670131704","0,803782554944426"
,"0,332154140504714","0,083898623921699"
,"0,512415284189471","0,003488858060677"
