,x,y
,"0,856922294395626","0,419819141375486"
,"0,335777373039371","0,408145681960746"
,"0,443762562959982","0,958865529952545"
,"0,609389320080867","0,61701690589745"
,"0,024417499255425","0,945790170641116"
,"0,759376519297995","0,938470756290598"
,"0,394619154680776","0,891216426275162"
,"0,396434780298014","0,318228509060841"
,"0,007085125261642","0,971886181092051"
,"0,955303469797851","0,415250567487451"
,"0,693077201357542","0,941686347955492"
,"0,038604744315882","0,743483007213635"
,"0,179982123656387","0,288447690957549"
,"0,180193227214846","0,924111535461549"
,"0,41788180730928","0,692552277912455"
,"0,72182999622408","0,681606651802139"
,"0,650314805583491","0,014130068145989"
,"0,559236926793254","0,563193601521531"
,"0,70605058385921","0,149844808422172"
,"0,855498884716556","0,59272375466822"
,"0,704451940748063","0,51601324590033"
,"0,797975086641501","0,1064975296637"
,"0,165602525643968","0,981368300039074"
,"0,7392612984584","0,551959391709981"
,"0,925063206973201","0,445851400570857"
,"0,063192002464636","0,563535879060243"
,"0,487564817423155","0,418775079262944"
,"0,432452390895952","0,618797157627117"
,"0,711860286658953","0,721955004106998"
,"0,107693364104304","0,656981237962861"
,"0,971394875443973","0,258499948738293"
,"0,093079079133783","0,961740404599411"
,"0,403999764125202","0,710464579023718"
,"0,649842826571917","0,247626018411826"
,"0,881329980106861","0,139000572147211"
,"0,890333983596223","0,938115726940706"
,"0,065125076379334","0,698895916047153"
,"0,477009047948618","0,016801650089418"
,"0,662847560414078","0,444007206191681"
,"0,442259674138966","0,300086755650214"
,"0,125826097262951","0,994110176550535"
,"0,812643089184529","0,821748617481337"
,"0,617680410927126","0,55521245162883"
,"0,293496734086709","0,266114089023399"
,"0,880610654669208","0,191792768637994"
,"0,591415608059725","0,480831097635761"
,"0,550505367996875","0,368426083410992"
,"0,311089549881008","0,082671218640368"
,"0,730572774525053","0,05538522447343"
,"0,598180131755995","0,695814746361615"
,"0,53829294102877","0,490956357443037"
,"0,331892295287219","0,309595793599413"
,"0,191887363863853","0,307527479802567"
,"0,576630505384161","0,418988391138517"
,"0,050195203574629","0,367612716468624"
,"0,804547327623792","0,008444896592511"
,"0,528060762732809","0,362137241713644"
,"0,789608661045439","0,064724637111836"
,"0,931063569829602","0,006460303030403"
,"0,559714036603878","0,678611588542396"
,"0,343029056304293","0,760283651151053"
,"0,377933806952202","0,361788417959305"
,"0,078186285293223","0,984724998988384"
,"0,678137314671807","0,236832801182331"
,"0,948363177832214","0,107611727814713"
,"0,671781021444034","0,887804557569153"
,"0,115119759388197","0,535415858067484"
,"0,995076451094398","0,576737362518749"
,"0,306103559960782","0,905222713505542"
,"0,356279407728124","0,607161765945935"
,"0,681995124978659","0,478254978260627"
,"0,189947581405695","0,255809815344002"
,"0,837977974661107","0,500025830851937"
,"0,783410130257029","0,253570636265648"
,"0,323043663674993","0,801214488048885"
,"0,796043478803704","0,968683829776019"
,"0,387083345734362","0,208548031204919"
,"0,949633156161566","0,181984652029239"
,"0,345111412822546","0,75836880435887"
,"0,441566951501238","0,057365884191708"
,"0,744321705524749","0,973098668822508"
,"0,294269124427911","0,2655779303716"
,"0,206620856768899","0,455661664034648"
,"0,145537050579853","0,73440899488431"
,"0,712460304888161","0,699816791810866"
,"0,696915217121559","0,90041217391592"
,"0,597619416026258","0,285606344618377"
,"0,593686630400664","0,412873775901233"
,"0,427260796841676","0,262997689222856"
,"0,457348897972791","0,552621437794528"
,"0,960448325259701","0,526391412134965"
,"0,774232944090678","0,150846743274747"
,"0,237927058321274","0,009475635824448"
,"0,755595588807808","0,90067902859851"
,"0,491254161898035","0,271737573393687"
,"0,546489313226062","0,751977424605255"
,"0,776902916456341","0,633131715196939"
,"0,185684797538212","0,371282226783209"
,"0,487978590447803","0,717333008315768"
